ims_org_id,business_name,ttl_license_beds,ttl_census_beds,ttl_staffed_beds,bed_cluster_id
INS00001071,Steward Saint Annes Hospital,160,90,160,1
INS00001072,Steward Saint Elizabeths Medical Center of Boston,272,232,272,3
INS00001073,Steward Good Samaritan Medical Center,231,165,165,2
INS00001074,Norwood Hospital,264,210,240,3
INS00001075,Carolinas Medical Center,795,620,795,6
INS00001076,Cleveland County Healthcare System,241,111,231,2
INS00001077,Carolinas Medical Center Mercy,186,117,120,2
INS00001078,Carolinas Health Care,130,110,130,2
INS00001079,Carolinas Medical Center Pineville,120,95,120,1
INS00001080,"Union Memorial Regional Medical Center, Inc",157,95,137,1
INS00001081,Blue Ridge HealthCare,172,46,79,1
INS00001082,Cleveland County Health Care System,102,50,80,1
INS00001083,"Carolinas Anson Healthcare, Inc",147,90,125,1
INS00001084,Crawley Memorial Hospital,51,45,51,1
INS00001085,Levine Childrens Hospital,175,130,175,2
INS00001086,Annie Penn Hospital,110,70,110,1
INS00001087,Carondelet Saint Josephs Hospital,471,260,471,3
INS00001088,Carondelet Saint Marys Hospital,402,286,402,3
INS00001089,Carondelet Holy Cross Hospital,53,53,53,1
INS00001090,"CFHS Holdings, Inc",145,50,145,1
INS00001093,"Augusta Hospital, LLC",231,100,231,1
INS00001094,Saint Joseph Regional Medical Center,145,70,145,1
INS00001095,Saint Joseph Medical Center,310,200,310,2
INS00001096,Saint Marys Medical Center,143,100,143,1
INS00001097,Saint Marys Hospital,143,98,143,1
INS00001098,Our Lady Lourdes Hospital at Pasco,25,20,25,1
INS00001101,"Northwest Medical Center Winfield, LLC",71,42,56,1
INS00001102,Lakeland Community Hospital,59,32,59,1
INS00001103,Catholic Medical Center,330,177,186,2
INS00001104,Lourdes Medical Center of Burlington County,249,105,165,2
INS00001105,Mercy Fitzgerald Hospital,211,185,211,2
INS00001106,Holy Cross Hospital,571,270,571,3
INS00001107,Kenmore Mercy Hospital,184,120,184,2
INS00001109,Catholic Health,349,332,349,4
INS00001110,Mercy Hospital,233,166,233,2
INS00001111,Mercy Philadelphia Hospital,266,174,217,2
INS00001112,Saint Josephs Hospital of Atlanta,410,202,266,3
INS00001113,Saint James Mercy Health System,297,220,297,3
INS00001114,Sisters of Charity Hospital Saint Joseph Campus,125,100,125,1
INS00001115,North Philadelphia Health System,146,125,146,2
INS00001116,Saint Peters Hospital,442,380,442,4
INS00001117,Sisters of Charity Hospital,290,158,175,2
INS00001118,Mercy Hospital,473,280,473,3
INS00001119,Our Lady of Lourdes Medical Center,410,384,410,4
INS00001120,UPMC Mercy,491,300,450,3
INS00001122,Mercy Medical Center,254,200,254,2
INS00001123,"Saint Marys Health Care System, Inc",196,97,196,1
INS00001125,Mercy Suburban Hospital,130,90,130,1
INS00001127,Saint Michaels Medical Center,357,249,337,3
INS00001128,Saint James Campus of Saint Michaels Medical Center,20,19,20,1
INS00001130,Saint Vincent Infirmary Medical Center,615,492,615,5
INS00001131,Saint Joseph East,182,100,180,1
INS00001132,Saint Francis Healthcare Services,395,100,255,1
INS00001133,Saint Joseph Martin,25,20,25,1
INS00001134,Saint Joseph Medical Center,263,235,250,3
INS00001135,Saint Francis Medical Center,238,143,238,2
INS00001136,"Lancaster Regional Medical Center, Inc",214,90,214,1
INS00001137,Saint Mary Medical Center,366,340,366,4
INS00001138,Nazareth Hospital,205,193,205,2
INS00001139,Kindred Hospital of South Philadelphia,58,19,58,1
INS00001180,Memorial Hospital Hixson,76,53,76,1
INS00001181,Pawnee Valley Community Hospital,25,8,25,1
INS00001182,"Saint Elizabeth Health Services, Inc",25,15,25,1
INS00001183,Carrington Health Center,25,5,25,1
INS00001184,Richmond University Medical Center,448,344,448,4
INS00001186,Saint Joseph Medical Center,394,138,162,2
INS00001187,Montefiore Medical Center North Division,321,304,321,4
INS00001191,Calvary Hospital the Bronx Campus,200,185,200,2
INS00001193,Saint Josephs Hospital and Medical Center,743,440,743,5
INS00001194,Mercy Hospitals of Bakersfield,222,155,222,2
INS00001195,Mercy Southwest Hospital,78,45,60,1
INS00001196,Mercy Medical Center Redding,264,170,204,2
INS00001197,Saint Elizabeth Community Hospital,76,32,61,1
INS00001200,Mercy General Hospital,342,260,300,3
INS00001201,Mercy Hospital of Folsom,95,49,95,1
INS00001202,Methodist Hospital of Sacramento,162,80,162,1
INS00001203,Sierra Nevada Memorial Hospital,121,84,121,1
INS00001204,Saint Johns Pleasant Valley Hospital,187,120,187,2
INS00001205,Mercy Medical Center Mount Shasta,33,10,33,1
INS00001206,OConnor Hospital,358,144,202,2
INS00001208,Saint Francis Medical Center,384,232,384,3
INS00001209,Saint Francis Memorial Hospital,361,125,190,2
INS00001210,Saint Marys Medical Center,403,135,150,2
INS00001211,Saint Rose Dominican Hospitals Rose de Lima Campus,138,91,138,1
INS00001212,Saint Vincent Medical Center,366,175,366,2
INS00001213,Seton Medical Center Coastside,116,102,116,2
INS00001214,Saint Louise Regional Hospital,93,44,93,1
INS00001215,California Hospital Medical Center,316,180,316,2
INS00001216,Glendale Memorial Hospital and Health Center,334,200,334,2
INS00001217,La Palma Intercommunity Hospital,141,100,141,1
INS00001220,Northridge Hospital Medical Center,411,250,411,3
INS00001222,San Gabriel Valley Medical Center,273,152,201,2
INS00001223,Bakersfield Memorial Hospital,430,214,430,3
INS00001224,Woodland Healthcare,108,54,108,1
INS00001225,Saint Johns Regional Medical Center,265,210,265,3
INS00001226,Marian Medical Center,256,94,161,1
INS00001229,Saint Bernardine Medical Center,463,230,260,3
INS00001230,Saint Mary Medical Center,389,175,389,2
INS00001231,Seton Medical Center,357,200,263,2
INS00001232,Sequoia Hospital,421,170,421,2
INS00001233,Saint Josephs Medical Center,359,270,359,3
INS00001234,Mark Twain Saint Josephs Healthcare Corporation,25,17,25,1
INS00001237,Oak Valley Hospital District,150,125,150,2
INS00001238,Dominican Hospital,379,283,379,3
INS00001239,Community Hospital of San Bernardino,343,228,343,3
INS00001241,Chandler Regional Hospital,225,155,225,2
INS00001242,Cedars Sinai Health System,877,833,860,7
INS00001243,CentraCare Health System Long Prairie,25,12,25,1
INS00001244,Saint Cloud Hospital CentraCare Health System,489,310,489,4
INS00001245,CentraCare Health Systems Melrose,25,11,25,1
INS00001246,The Medical Center of Central Georgia,603,506,603,6
INS00001247,"Health Alliance Hospitals, Inc",150,103,150,2
INS00001248,Saint Thomas More Hospital,55,31,55,1
INS00001249,Saint Anthony North Hospital,196,95,196,1
INS00001250,Huerfano County Hospital District,25,10,25,1
INS00001251,Avista Adventist Hospital,114,42,114,1
INS00001252,Saint Mary Corwin Medical Center,622,191,622,2
INS00001253,Sedgwick County Health Center,25,2,25,1
INS00001254,Littleton Adventist Hospital,231,100,231,1
INS00001255,Saint Francis Medical Center Penrose,158,72,158,1
INS00001256,Penrose Hospital,364,248,364,3
INS00001257,Saint Anthony Hospital,222,164,168,2
INS00001258,Porter Adventist Hospital,368,214,368,3
INS00001259,Childrens Healthcare of Atlanta at Egleston,264,217,264,3
INS00001260,Childrens Healthcare of Atlanta at Scottish Rite,258,230,258,3
INS00001261,Ann and Robert H Lurie Childrens Hospital,247,180,247,2
INS00001262,Childrens Medical Center of Dallas,559,350,550,4
INS00001263,Childrens Hospital Boston,397,397,397,4
INS00001264,The Childrens Hospital of Philadelphia,492,405,492,5
INS00001265,Christ Hospital,375,320,375,4
INS00001266,CHRISTUS Schumpert Highland Hospital,160,58,160,1
INS00001267,CHRISTUS Schumpert Saint Mary Place,410,200,305,2
INS00001268,CHRISTUS Health Central Louisiana,241,200,241,2
INS00001269,CHRISTUS Saint Patrick Hospital,266,140,200,2
INS00001270,CHRISTUS Hospital Saint Elizabeth,431,346,431,4
INS00001271,Gulf Coast Region of Christus Health,178,100,160,1
INS00001272,Saint Joseph Medical Center,792,279,413,3
INS00001273,CHRISTUS Hospital Saint Mary,227,70,200,1
INS00001274,CHRISTUS Saint Michael Health System,312,180,312,2
INS00001275,CHRISTUS Spohn Hospital Corpus Christi Shoreline,577,335,577,4
INS00001276,RCHP Paris,232,128,140,2
INS00001277,CHRISTUS Santa Rosa Hospital City Centre,393,149,200,2
INS00001278,CHRISTUS Spohn Hospital Beeville,69,50,69,1
INS00001279,CHRISTUS Spohn Hospital Corpus Christi Memorial,397,180,190,2
INS00001280,CHRISTUS Spohn Hospital Corpus Christi South,158,135,158,2
INS00001282,CHRISTUS Santa Rosa Hospital Medical Center,178,150,178,2
INS00001283,CHRISTUS Santa Rosa Childrens Hospital,249,124,249,2
INS00001284,CHRISTUS Jasper Memorial Hospital,59,32,45,1
INS00001285,CHRISTUS Health West Central Louisiana,25,17,25,1
INS00001287,DeQuincy Memorial Hospital,29,10,29,1
INS00001288,Chambers County Public Hospital District 1,14,3,14,1
INS00001289,Natchitoches Parish Hospital,208,153,162,2
INS00001290,Magnolia Regional Medical Center,49,25,49,1
INS00001292,Christiana Care Health Services,952,496,762,5
INS00001293,"Christiana Care Health Services, Inc Wilmington Hospital",241,145,165,2
INS00001294,West Group Hospital Corporation,59,40,59,1
INS00001295,Foothill Hospital Morris L Johnston Memorial,105,78,105,1
INS00001296,Citrus Valley Medical Center Inter Community Campus,197,127,197,2
INS00001297,Citrus Valley Medical Center Queen of the Valley Campus,325,220,325,3
INS00001298,IU Health Methodist Hospital,800,550,700,6
INS00001299,Indiana University Hospital,320,250,320,3
INS00001300,Riley Hospital for Children at IU Health,280,210,280,3
INS00001301,IU Health La Porte Hospital,227,115,125,2
INS00001302,Bedford Regional Medical Center,25,15,16,1
INS00001307,RCHP Muscle Shoals,148,40,100,1
INS00001308,"Russellville Hospital, LLC",100,45,100,1
INS00001309,RCHP Florence,358,198,358,2
INS00001310,"Galen Hospital Alaska, Inc",250,75,250,1
INS00001311,"Prime Healthcare Services, Inc",126,76,126,1
INS00001312,Los Robles Hospital and Medical Center,344,220,344,3
INS00001313,West Hills Hospital and Medical Center,225,112,125,2
INS00001314,The Medical Center of Aurora,346,219,240,3
INS00001315,"HealthONE, LLC",157,78,157,1
INS00001316,"HCA HealthONE, LLC",420,191,420,2
INS00001317,Aventura Hospital and Medical Center,407,328,407,4
INS00001318,University of Miami Hospital,560,390,560,4
INS00001319,Central Florida Regional Hospital,226,186,226,2
INS00001320,Blake Medical Center,383,220,383,3
INS00001321,Pasco Regional Medical Center,120,60,120,1
INS00001322,Edward White Hospital,167,80,167,1
INS00001323,Columbia Hospital,250,170,250,2
INS00001324,"Sun City Hospital, Inc",112,100,112,1
INS00001325,"Largo Medical Center, Inc",256,180,256,2
INS00001326,West Pasco Campus,46,26,46,1
INS00001327,Northside Hospital and Tampa Bay Heart Institute,288,170,288,2
INS00001328,Brandon Regional Hospital,398,275,398,3
INS00001329,Regional Medical Center Bayonet Point,290,186,290,2
INS00001330,Oak Hill Hospital HCA Facility,234,170,220,2
INS00001331,"Galen of Florida, Inc",219,107,219,2
INS00001332,Jackson South Community Hospital,259,140,259,2
INS00001333,"Sarasota Doctors Hospital,Inc",155,107,155,2
INS00001334,"Lehigh HMA, Inc",88,48,88,1
INS00001335,Englewood Community Hospital,100,45,100,1
INS00001336,Fawcett Memorial Hospital,238,170,238,2
INS00001337,Fort Walton Beach Medical Center,257,175,257,2
INS00001338,Gulf Coast Medical Center,349,305,349,4
INS00001339,"Bay Hospital, Inc",176,120,135,2
INS00001340,Kendall Healthcare Group,412,260,412,3
INS00001341,Lake City Medical Center,67,55,67,1
INS00001342,Lawnwood Regional Medical Center and Heart Institute,341,247,341,3
INS00001343,Marion Community Hospital,200,162,200,2
INS00001344,Saint Lucie Medical Center,229,150,229,2
INS00001345,Memorial Hospital Jacksonville,425,400,425,4
INS00001346,"Mount Sinai Medical Center of Florida, Inc",282,206,206,3
INS00001347,North Florida Regional Medical Center,325,264,325,3
INS00001348,Northwest Medical Center,215,180,215,2
INS00001349,Orange Park Medical Center,255,181,255,2
INS00001350,Osceola Regional Medical Center,245,172,245,2
INS00001351,JFK Medical Center,463,390,463,4
INS00001352,Palms West Hospital,175,175,175,2
INS00001353,"Plantation General Hospital, LP",264,190,264,2
INS00001354,Putnam Community Medical Center,99,50,99,1
INS00001355,Raulerson Hospital,100,79,100,1
INS00001357,Capital Regional Medical Center,198,175,198,2
INS00001358,"Okaloosa Hospital, Inc",65,26,65,1
INS00001359,University Hospital and Medical Center,317,179,250,2
INS00001360,West Florida Healthcare,531,230,531,3
INS00001361,Westside Regional Medical Center,224,185,224,2
INS00001362,Winter Park Memorial Hospital,307,230,307,3
INS00001363,"Doctors Hospital Augusta, LLC",354,160,242,2
INS00001364,Cartersville Medical Center,112,86,112,1
INS00001365,Coliseum Medical Center LLC,250,153,250,2
INS00001366,Doctors Hospital Columbus,219,80,219,1
INS00001368,Eastside Medical Center,231,190,231,2
INS00001369,Fairview Park Limited Partnership,190,115,190,2
INS00001370,Hughston Hospital,100,88,100,1
INS00001373,Phoebe North,248,80,120,1
INS00001375,"Piedmont Newnan Hospital, Inc",143,70,143,1
INS00001376,"Redmond Park Hospital, LLC",230,155,230,2
INS00001378,Eastern Idaho Regional Medical Center,322,174,322,2
INS00001379,West Valley Medical Center,150,50,150,1
INS00001380,Terre Haute Regional Hospital,278,130,278,2
INS00001381,"Saint Vincents Hospital and Health Care Center, Inc",163,112,163,2
INS00001382,"Wesley Medical Center, LLC",760,350,576,4
INS00001383,Frankfort Regional Medical Center,175,59,146,1
INS00001384,Greenview Regional Hospital,211,127,211,2
INS00001385,University Kentucky Health Care Good Samaritan Hospital,222,109,222,2
INS00001386,Avoyelles Hospital,51,17,51,1
INS00001387,Dauterive Hospital,103,53,103,1
INS00001389,Tulane Lakeside Hospital,119,75,75,1
INS00001390,Lakeview Regional Medical Center,178,122,178,2
INS00001391,Regional Medical Center of Acadiana,166,90,166,1
INS00001393,Oakdale Community Hospital,60,30,60,1
INS00001394,Rapides Health Systems,320,215,320,3
INS00001395,Savoy Medical Center,176,60,70,1
INS00001396,Tulane University Hospital and Clinic,341,100,185,1
INS00001397,Winn Parish Medical Center,60,30,60,1
INS00001398,"Womens and Childrens Hospital, Inc",110,78,110,1
INS00001399,"GPCH GP, Inc",130,72,130,1
INS00001400,"Sunrise Hospital and Medical Center, LLC",690,488,690,5
INS00001401,HCA Health Service of New Hampshire,86,45,86,1
INS00001402,Portsmouth Regional Hospital,209,120,209,2
INS00001403,Brunswick Novant Medical Center,74,47,60,1
INS00001404,OU Medical Center Edmond,82,60,82,1
INS00001405,"Southwestern Medical Center, LLC",199,92,92,1
INS00001406,Walterboro Community Hospital,131,70,131,1
INS00001407,Grand Strand Regional Medical Center,219,128,219,2
INS00001408,"Trident Medical Center, LLC",296,235,296,3
INS00001409,Athens Regional Medical Center,118,35,97,1
INS00001410,Centennial Medical Center,657,260,657,3
INS00001412,Parkridge East Hospital,128,95,128,1
INS00001413,Hendersonville Medical Center,110,40,110,1
INS00001414,Horizon Medical Center,157,50,103,1
INS00001415,Skyline Medical Center,213,150,213,2
INS00001416,Parkridge Medical Center,275,100,275,1
INS00001417,"River Park Hospital, Inc",125,60,125,1
INS00001418,S P Acquisition Corporation,70,28,70,1
INS00001419,"HCA Health Services of Tennessee, Inc",132,68,132,1
INS00001420,"HCA Health Service of Tennessee, Inc",188,169,188,2
INS00001421,Medical Center Arlington,340,180,340,2
INS00001422,Corpus Christi Medical Center Bay Area,152,90,140,1
INS00001423,"Clear Lake Regional Medical Center, LLC",751,323,751,4
INS00001424,Care Regional Medical Center,75,25,30,1
INS00001425,Bayshore Medical Center,500,250,500,3
INS00001427,Conroe Regional Medical Center,322,168,322,2
INS00001428,"CHCA Mainland, LP",223,130,180,2
INS00001429,Del Sol Medical Center,347,156,347,2
INS00001430,Las Palmas Medical Center,317,180,317,2
INS00001432,Spring Branch Medical Center,299,25,30,1
INS00001433,"CHCA East Houston, LP",131,100,131,1
INS00001434,Texas Orthopedic Hospital,49,30,49,1
INS00001435,The Womans Hospital of Texas,397,150,332,2
INS00001437,Denton Regional Medical Center,208,127,208,2
INS00001438,Corpus Christi Medical Center Doctors Regional Hospital,270,88,138,1
INS00001439,"Columbia Medical Center of Lewisville, LP",202,141,187,2
INS00001440,Medical Center of Plano,427,250,425,3
INS00001441,Medical City Dallas Hospital,675,396,675,4
INS00001443,North Hills Hospital,176,110,176,2
INS00001444,Medical Center of McKinney,260,120,260,2
INS00001445,Columbia Plaza Medical Center of Fort Worth,320,190,320,2
INS00001446,"Columbia Rio Grande Healthcare, LP",320,200,320,2
INS00001448,Saint Davids Round Rock Medical Center,173,100,173,1
INS00001449,Saint Davids South Austin Medical Center,252,170,252,2
INS00001450,"Columbia Valley Healthcare System, LP",214,180,214,2
INS00001451,West Houston Medical Center,276,200,222,2
INS00001452,Brigham City Community Hospital,49,7,49,1
INS00001453,Lakeview Hospital,128,60,128,1
INS00001454,Mountain View Hospital,130,50,130,1
INS00001455,Ogden Regional Medical Center,238,109,238,2
INS00001456,Saint Marks Hospital,317,198,294,2
INS00001457,Columbia Alleghany Regional Hospital Incorporated,205,52,142,1
INS00001458,Chippenham Hospital,466,350,466,4
INS00001459,"Clinch Valley Medical Center, Inc",175,80,175,1
INS00001460,Henrico Doctors Hospital Forest,340,190,340,2
INS00001461,"Chippenham and Johnston Willis Hospital, Inc",292,195,292,2
INS00001462,LewisGale Medical Center,521,325,521,4
INS00001463,LewisGale Hospital at Montgomery,146,87,146,1
INS00001464,LewisGale Hospital Pulaski,147,45,147,1
INS00001465,Reston Hospital Center,187,112,187,2
INS00001466,Retreat Doctors Hospital,227,140,227,2
INS00001467,Capital Medical Center,110,68,110,1
