Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
385,01-07-19,female,100,silver,3,no preference,yes,<100K,yes,9,0
386,01-07-19,male,100,blue,2,vanilla,yes,Not Reported,yes,2,1
387,01-07-19,female,100,red,7,chocolate,yes,<100K,yes,7,1
388,01-07-19,male,100,white,4,chocolate,yes,Not Reported,yes,10,1
389,01-07-19,female,100,no preference,1,specialty,no,<100K,yes,6,0
390,01-07-19,female,100,red,2,swirl,no,<100K,yes,2,0
391,01-07-19,male,100,black,0,specialty,yes,Not Reported,yes,7,0
392,01-07-19,female,100,white,9,no preference,yes,<100K,yes,9,1
393,01-07-19,male,100,blue,2,no preference,no,Not Reported,yes,6,0
394,01-07-19,female,100,black,10,chocolate,no,<100K,yes,10,1
395,01-07-19,female,100,silver,5,chocolate,yes,<100K,yes,7,1
396,01-07-19,male,100,blue,8,specialty,yes,Not Reported,yes,8,1
397,01-07-19,female,100,black,8,specialty,yes,<100K,yes,8,1
398,01-07-19,male,100,black,5,no preference,no,Not Reported,yes,5,0
399,01-07-19,female,100,white,1,specialty,no,<100K,yes,4,1
400,01-07-19,female,100,silver,8,no preference,no,<100K,yes,9,0
401,01-07-19,female,100,no preference,7,specialty,yes,<100K,yes,7,0
402,01-07-19,male,100,blue,8,vanilla,no,Not Reported,yes,8,1
403,01-07-19,female,100,black,8,swirl,no,<100K,yes,10,1
404,01-07-19,female,100,silver,7,chocolate,yes,<100K,yes,8,1
405,01-07-19,female,100,red,8,swirl,no,<100K,yes,8,1
406,01-07-19,female,100,white,10,specialty,yes,<100K,yes,10,1
407,01-07-19,female,100,blue,4,specialty,no,<100K,yes,5,0
408,01-07-19,male,100,black,9,specialty,yes,Not Reported,yes,9,1
409,01-07-19,female,100,red,6,chocolate,no,<100K,yes,6,1
410,01-07-19,male,100,black,6,no preference,no,Not Reported,yes,7,0
411,01-07-19,male,100,silver,5,no preference,yes,Not Reported,yes,9,0
412,01-07-19,female,100,no preference,10,swirl,no,<100K,yes,10,0
413,01-07-19,female,100,silver,2,no preference,yes,<100K,yes,6,0
414,01-07-19,female,100,silver,8,vanilla,yes,<100K,yes,8,1
415,01-07-19,male,100,no preference,6,vanilla,no,Not Reported,yes,6,0
416,01-07-19,female,100,white,4,swirl,no,<100K,yes,6,0
417,01-07-19,male,100,white,7,specialty,no,Not Reported,yes,7,1
418,01-07-19,female,100,black,3,chocolate,yes,<100K,yes,8,1
419,01-07-19,female,100,white,8,swirl,no,<100K,yes,8,1
420,01-07-19,female,100,white,5,no preference,yes,<100K,yes,9,0
421,01-07-19,female,100,white,6,no preference,no,<100K,yes,10,0
422,01-07-19,female,100,no preference,0,vanilla,yes,<100K,yes,6,0
423,01-07-19,female,100,black,0,swirl,yes,<100K,yes,1,0
424,01-07-19,female,100,red,7,specialty,yes,<100K,yes,7,1
425,01-07-19,female,100,blue,6,specialty,yes,<100K,yes,6,0
426,01-07-19,male,100,white,9,swirl,yes,Not Reported,yes,9,1
427,01-07-19,female,100,white,7,specialty,no,<100K,yes,7,0
428,01-07-19,male,100,no preference,2,no preference,no,Not Reported,yes,6,0
429,01-07-19,female,100,red,4,chocolate,yes,<100K,yes,9,1
430,01-07-19,male,100,white,1,swirl,no,Not Reported,yes,2,1
431,01-07-19,female,100,silver,8,no preference,yes,<100K,yes,9,1
432,01-07-19,male,100,black,7,chocolate,no,Not Reported,yes,8,1
433,01-07-19,male,100,no preference,2,swirl,yes,Not Reported,yes,4,0
434,01-07-19,female,100,black,2,chocolate,no,<100K,yes,5,1
435,01-07-19,female,100,silver,2,no preference,no,<100K,yes,9,0
436,01-07-19,male,100,white,5,swirl,yes,Not Reported,yes,5,0
437,01-07-19,male,100,blue,0,chocolate,yes,Not Reported,yes,7,1
438,01-07-19,female,100,no preference,8,specialty,yes,<100K,yes,8,0
439,01-07-19,female,100,white,1,swirl,yes,<100K,yes,2,0
440,01-07-19,female,100,white,1,specialty,no,<100K,yes,8,1
441,01-07-19,female,100,silver,1,no preference,no,<100K,yes,1,0
442,01-07-19,male,100,no preference,2,specialty,no,Not Reported,yes,9,0
443,01-07-19,male,100,red,10,vanilla,no,Not Reported,yes,10,1
444,01-07-19,female,100,silver,3,swirl,no,<100K,yes,3,0
445,01-07-19,female,100,blue,3,chocolate,no,<100K,yes,6,1
446,01-07-19,female,100,red,2,vanilla,yes,<100K,yes,9,1
447,01-07-19,female,100,red,5,no preference,no,<100K,yes,6,0
448,01-07-19,female,100,no preference,9,chocolate,no,<100K,yes,10,0
449,01-07-19,male,100,no preference,4,specialty,yes,Not Reported,yes,4,0
450,01-07-19,male,100,silver,0,chocolate,yes,Not Reported,yes,9,1
451,01-07-19,female,100,black,8,vanilla,no,<100K,yes,8,1
452,01-07-19,female,100,red,3,swirl,yes,<100K,yes,3,0
453,01-07-19,female,100,red,7,chocolate,no,<100K,yes,7,1
454,01-07-19,female,100,red,4,no preference,no,<100K,yes,8,0
455,01-07-19,female,100,no preference,4,chocolate,no,<100K,yes,9,0
456,01-07-19,female,100,white,10,swirl,no,<100K,yes,10,1
457,01-07-19,female,100,no preference,0,specialty,yes,<100K,yes,1,0
458,01-07-19,female,100,no preference,1,no preference,no,<100K,yes,2,0
459,01-07-19,male,100,black,1,vanilla,no,Not Reported,yes,2,0
460,01-07-19,female,100,white,8,vanilla,no,<100K,yes,8,1
461,01-07-19,female,100,no preference,0,vanilla,yes,<100K,yes,8,0
462,01-07-19,female,100,red,3,vanilla,no,<100K,yes,4,0
463,01-07-19,male,100,blue,5,chocolate,yes,Not Reported,yes,9,1
464,01-07-19,female,100,white,6,no preference,no,<100K,yes,7,0
465,01-07-19,female,100,silver,7,vanilla,no,<100K,yes,7,1
466,01-07-19,male,100,blue,8,chocolate,no,Not Reported,yes,8,1
467,01-07-19,female,100,black,9,no preference,no,<100K,yes,9,0
468,01-07-19,male,100,silver,1,swirl,yes,Not Reported,yes,3,0
469,01-07-19,female,100,red,10,no preference,yes,<100K,yes,10,1
470,01-07-19,male,100,silver,1,no preference,yes,Not Reported,yes,5,0
471,01-07-19,female,100,black,3,specialty,yes,<100K,yes,7,1
472,01-07-19,male,100,silver,2,swirl,no,Not Reported,yes,8,1
473,01-07-19,male,100,blue,1,vanilla,no,Not Reported,yes,3,1
474,01-07-19,male,100,silver,10,specialty,no,Not Reported,yes,10,1
475,01-07-19,female,100,red,10,vanilla,yes,<100K,yes,10,1
476,01-07-19,male,100,no preference,9,swirl,yes,Not Reported,yes,9,0
477,01-07-19,female,100,no preference,7,chocolate,yes,<100K,yes,7,0
478,01-07-19,female,100,silver,3,swirl,yes,<100K,yes,7,1
479,01-07-19,male,100,white,0,specialty,yes,Not Reported,yes,6,0
480,01-07-19,male,100,white,7,swirl,no,Not Reported,yes,7,1
481,01-07-19,female,100,red,9,swirl,no,<100K,yes,9,1
482,01-07-19,female,100,no preference,5,specialty,no,<100K,yes,8,0
483,01-07-19,female,100,black,0,vanilla,no,<100K,yes,10,1
484,01-07-19,male,100,white,1,swirl,no,Not Reported,yes,4,1
485,01-07-19,female,100,blue,6,vanilla,no,<100K,yes,6,1
486,01-07-19,female,100,silver,8,vanilla,yes,<100K,yes,8,1
487,01-07-19,female,100,silver,3,swirl,no,<100K,yes,8,1
488,01-07-19,male,100,no preference,4,specialty,no,Not Reported,yes,4,0
489,01-07-19,female,100,black,7,swirl,no,<100K,yes,10,1
490,01-07-19,female,100,red,7,specialty,no,<100K,yes,7,1
491,01-07-19,female,100,white,0,specialty,no,<100K,yes,10,1
492,01-07-19,female,100,no preference,3,specialty,yes,<100K,yes,10,0
493,01-07-19,female,100,blue,4,chocolate,no,<100K,yes,10,1
494,01-07-19,female,100,blue,1,swirl,no,<100K,yes,8,1
495,01-07-19,female,100,silver,0,swirl,yes,<100K,yes,9,1
496,01-07-19,female,100,white,10,specialty,yes,<100K,yes,10,1
497,01-07-19,male,100,black,2,chocolate,yes,Not Reported,yes,5,1
498,01-07-19,female,100,no preference,8,swirl,yes,<100K,yes,9,0
499,01-07-19,female,100,no preference,0,no preference,yes,<100K,yes,1,0
500,01-07-19,male,100,no preference,4,chocolate,no,Not Reported,yes,7,0
501,01-07-19,female,100,white,3,specialty,no,<100K,yes,3,1
502,01-07-19,male,100,black,10,swirl,no,Not Reported,yes,10,1
503,01-07-19,female,100,white,4,chocolate,yes,<100K,yes,6,1
504,01-07-19,male,100,silver,1,no preference,yes,Not Reported,yes,1,0
505,01-07-19,female,100,blue,6,swirl,yes,<100K,yes,6,1
506,01-07-19,male,100,silver,10,chocolate,no,Not Reported,yes,10,1
507,01-07-19,female,100,blue,8,no preference,no,<100K,yes,8,0
508,01-07-19,female,100,black,4,vanilla,no,<100K,yes,9,1
509,01-07-19,female,100,red,5,no preference,yes,<100K,yes,6,0
510,01-07-19,female,100,no preference,9,vanilla,yes,<100K,yes,9,0
511,01-07-19,female,100,silver,8,specialty,yes,<100K,yes,8,1
512,01-07-19,male,100,black,1,chocolate,no,Not Reported,yes,10,1
513,01-07-19,female,100,silver,7,chocolate,yes,<100K,yes,7,1
514,01-07-19,female,100,no preference,6,chocolate,no,<100K,yes,6,0
515,01-07-19,female,100,white,9,vanilla,no,<100K,yes,9,1
516,01-07-19,female,100,red,5,no preference,yes,<100K,yes,10,0
517,01-07-19,male,100,white,6,chocolate,yes,Not Reported,yes,8,1
518,01-07-19,female,100,white,5,swirl,no,<100K,yes,6,1
519,01-07-19,female,100,black,10,chocolate,yes,<100K,yes,10,1
520,01-07-19,female,100,silver,6,no preference,no,<100K,yes,8,0
521,01-07-19,female,100,red,5,no preference,no,<100K,yes,6,0
522,01-07-19,female,100,no preference,0,vanilla,no,<100K,yes,7,0
523,01-07-19,male,100,red,4,vanilla,no,Not Reported,yes,4,1
524,01-07-19,female,100,red,5,swirl,no,<100K,yes,10,1
525,01-07-19,male,100,silver,5,vanilla,no,Not Reported,yes,5,1
526,01-07-19,male,100,blue,1,no preference,yes,Not Reported,yes,9,0
527,01-07-19,female,100,red,3,vanilla,no,<100K,yes,8,1
528,01-07-19,female,100,no preference,7,vanilla,no,<100K,yes,7,0
529,01-07-19,male,100,blue,1,swirl,yes,Not Reported,yes,8,1
530,01-07-19,female,100,black,10,vanilla,no,<100K,yes,10,1
531,01-07-19,male,100,black,2,specialty,yes,Not Reported,yes,4,1
532,01-07-19,female,100,blue,8,no preference,yes,<100K,yes,8,1
533,01-07-19,female,100,white,1,vanilla,yes,<100K,yes,8,1
534,01-07-19,male,100,black,8,no preference,yes,Not Reported,yes,8,1
535,01-07-19,female,100,no preference,1,specialty,yes,<100K,yes,1,0
536,01-07-19,female,100,blue,9,vanilla,yes,<100K,yes,9,1
537,01-07-19,male,100,white,1,swirl,yes,Not Reported,yes,10,1
538,01-07-19,male,100,no preference,8,no preference,yes,Not Reported,yes,10,0
539,01-07-19,male,100,red,9,specialty,yes,Not Reported,yes,9,1
540,01-07-19,female,100,blue,3,vanilla,yes,<100K,yes,8,1
541,01-07-19,female,100,blue,1,no preference,yes,<100K,yes,5,0
542,01-07-19,female,100,white,2,no preference,yes,<100K,yes,3,0
543,01-07-19,female,100,no preference,5,no preference,yes,<100K,yes,10,0
544,01-07-19,male,100,red,1,swirl,yes,Not Reported,yes,9,1
545,01-07-19,male,100,silver,2,vanilla,yes,Not Reported,yes,9,1
546,01-07-19,female,100,no preference,10,specialty,yes,<100K,yes,10,0
547,01-07-19,female,100,black,1,specialty,yes,<100K,yes,9,1
548,01-07-19,female,100,red,9,chocolate,yes,<100K,yes,9,1
549,01-07-19,female,100,blue,1,specialty,yes,<100K,yes,1,0
550,01-07-19,male,100,black,8,swirl,yes,Not Reported,yes,8,1
551,01-07-19,female,100,white,10,chocolate,yes,<100K,yes,10,1
552,01-07-19,female,100,red,8,no preference,yes,<100K,yes,8,1
553,01-07-19,male,100,blue,7,chocolate,yes,Not Reported,yes,10,1
554,01-07-19,male,100,no preference,7,specialty,yes,Not Reported,yes,7,0
555,01-07-19,male,100,silver,1,vanilla,yes,Not Reported,yes,2,0
556,01-07-19,female,100,no preference,8,specialty,yes,<100K,yes,8,0
557,01-07-19,female,100,white,7,vanilla,yes,<100K,yes,7,0
558,01-07-19,male,100,silver,8,specialty,yes,Not Reported,yes,8,1
559,01-07-19,male,100,white,4,swirl,yes,Not Reported,yes,8,1
560,01-07-19,male,100,no preference,0,specialty,yes,Not Reported,yes,6,0
561,01-07-19,female,100,white,2,vanilla,yes,<100K,yes,2,1
562,01-07-19,female,100,blue,1,no preference,yes,<100K,yes,1,0
563,01-07-19,female,100,no preference,9,chocolate,yes,<100K,yes,9,0
564,01-07-19,female,100,black,1,chocolate,yes,<100K,yes,7,1
565,01-07-19,female,100,no preference,7,no preference,yes,<100K,yes,7,0
566,01-07-19,male,100,blue,0,no preference,yes,Not Reported,yes,6,0
567,01-07-19,female,100,no preference,10,no preference,yes,<100K,yes,10,0
568,01-07-19,female,100,blue,7,no preference,yes,<100K,yes,7,0
569,01-07-19,female,100,blue,6,vanilla,yes,<100K,yes,8,1
570,01-07-19,female,100,silver,7,specialty,yes,<100K,yes,8,1
571,01-07-19,male,100,blue,5,chocolate,yes,Not Reported,yes,6,1
572,01-07-19,male,100,silver,7,chocolate,yes,Not Reported,yes,7,1
573,01-07-19,female,100,black,9,swirl,yes,<100K,yes,9,1
574,01-07-19,female,100,no preference,10,chocolate,yes,<100K,yes,10,0
575,01-07-19,female,100,white,1,chocolate,yes,<100K,yes,8,1
576,01-07-19,female,100,white,3,chocolate,yes,<100K,yes,5,1
577,01-07-19,female,100,black,4,no preference,no,<100K,yes,7,0
578,01-07-19,female,100,white,0,specialty,yes,<100K,yes,9,1
579,01-07-19,male,100,white,7,vanilla,no,Not Reported,yes,10,1
580,01-07-19,male,100,silver,1,vanilla,no,Not Reported,yes,1,0
581,01-07-19,female,100,black,5,swirl,no,<100K,yes,6,1
582,01-07-19,female,100,no preference,4,swirl,yes,<100K,yes,5,0
583,01-07-19,female,100,silver,3,chocolate,yes,<100K,yes,7,1
584,01-07-19,female,100,black,3,specialty,yes,<100K,yes,4,0
585,01-07-19,female,100,black,4,no preference,no,<100K,yes,4,0
586,01-07-19,female,100,silver,6,no preference,yes,<100K,yes,7,0
587,01-07-19,female,100,silver,5,vanilla,yes,<100K,yes,5,0
588,01-07-19,female,100,silver,10,vanilla,no,<100K,yes,10,1
589,01-07-19,male,100,blue,8,vanilla,no,Not Reported,yes,8,1
590,01-07-19,female,100,no preference,5,swirl,no,<100K,yes,9,0
591,01-07-19,male,100,black,2,no preference,yes,Not Reported,yes,8,0
592,01-07-19,male,100,silver,5,no preference,yes,Not Reported,yes,10,0
593,01-07-19,female,100,blue,10,specialty,yes,<100K,yes,10,1
594,01-07-19,female,100,silver,5,specialty,no,<100K,yes,9,1
595,01-07-19,female,100,white,8,swirl,no,<100K,yes,10,1
596,01-07-19,female,100,no preference,10,chocolate,yes,<100K,yes,10,0
597,01-07-19,female,100,blue,1,vanilla,no,<100K,yes,9,1
598,01-07-19,male,100,silver,2,vanilla,yes,Not Reported,yes,8,1
599,01-07-19,female,100,black,8,vanilla,yes,<100K,yes,8,1
600,01-07-19,male,100,red,9,no preference,yes,Not Reported,yes,9,1
601,01-07-19,female,100,blue,4,vanilla,no,<100K,yes,10,1
602,01-07-19,male,100,no preference,4,vanilla,yes,Not Reported,yes,8,0
603,01-07-19,female,100,black,0,no preference,no,<100K,yes,10,0
604,01-07-19,female,100,white,10,swirl,yes,<100K,yes,10,1
605,01-07-19,female,100,blue,5,no preference,no,<100K,yes,5,0
606,01-07-19,female,100,silver,2,specialty,yes,<100K,yes,4,1
607,01-07-19,female,100,no preference,6,specialty,no,<100K,yes,9,0
608,01-07-19,male,100,silver,2,specialty,no,Not Reported,yes,3,0
609,01-07-19,female,100,silver,5,vanilla,no,<100K,yes,5,0
610,01-07-19,female,100,no preference,8,no preference,no,<100K,yes,8,0
611,01-07-19,male,100,silver,2,chocolate,no,Not Reported,yes,9,1
612,01-07-19,female,100,silver,0,vanilla,no,<100K,yes,2,1
613,01-07-19,female,100,black,5,swirl,no,<100K,yes,8,1
614,01-07-19,male,100,white,1,no preference,yes,Not Reported,yes,1,0
615,01-07-19,female,100,blue,8,no preference,yes,<100K,yes,9,1
616,01-07-19,male,100,white,0,chocolate,no,Not Reported,yes,10,1
617,01-07-19,female,100,blue,4,swirl,no,<100K,yes,4,0
618,01-07-19,female,100,black,0,no preference,no,<100K,yes,10,0
619,01-07-19,female,100,black,7,no preference,yes,<100K,yes,7,0
620,01-07-19,female,100,black,9,chocolate,no,<100K,yes,9,1
621,01-07-19,male,100,silver,10,swirl,yes,Not Reported,yes,10,1
622,01-07-19,female,100,blue,5,specialty,yes,<100K,yes,10,1
623,01-07-19,male,100,white,7,swirl,no,Not Reported,yes,7,1
624,01-07-19,female,100,white,8,vanilla,no,<100K,yes,8,1
625,01-07-19,male,100,no preference,8,specialty,no,Not Reported,yes,8,0
626,01-07-19,male,100,black,5,swirl,yes,Not Reported,yes,10,1
627,01-07-19,female,100,no preference,1,chocolate,no,<100K,yes,8,0
628,01-07-19,female,100,no preference,2,no preference,no,<100K,yes,10,0
629,01-07-19,male,100,red,5,chocolate,no,Not Reported,yes,10,1
630,01-07-19,female,100,white,0,swirl,no,<100K,yes,9,1
631,01-07-19,male,100,no preference,6,no preference,no,Not Reported,yes,9,0
632,01-07-19,male,100,white,3,vanilla,no,Not Reported,yes,3,1
633,01-07-19,male,100,silver,6,specialty,no,Not Reported,yes,6,1
634,01-07-19,female,100,blue,1,vanilla,no,<100K,yes,8,1
635,01-07-19,female,100,black,2,no preference,yes,<100K,yes,2,0
636,01-07-19,male,100,white,4,specialty,no,Not Reported,yes,5,0
637,01-07-19,female,100,white,3,no preference,yes,<100K,yes,3,0
638,01-07-19,female,100,no preference,6,swirl,yes,<100K,yes,6,0
639,01-07-19,female,100,red,4,vanilla,yes,<100K,yes,6,0
640,01-07-19,male,100,no preference,9,chocolate,yes,Not Reported,yes,9,0
641,01-07-19,male,100,black,3,chocolate,yes,Not Reported,yes,10,1
642,01-07-19,female,100,no preference,8,no preference,no,<100K,yes,8,0
643,01-07-19,female,100,silver,3,vanilla,no,<100K,yes,8,1
644,01-07-19,male,100,white,7,chocolate,yes,Not Reported,yes,9,1
645,01-07-19,female,100,red,0,swirl,no,<100K,yes,1,0
646,01-07-19,female,100,red,1,no preference,yes,<100K,yes,4,0
647,01-07-19,male,100,blue,10,no preference,yes,Not Reported,yes,10,1
648,01-07-19,female,100,no preference,7,swirl,yes,<100K,yes,7,0
649,01-07-19,female,100,silver,5,vanilla,yes,<100K,yes,8,1
650,01-07-19,female,100,white,3,swirl,no,<100K,yes,3,0
651,01-07-19,male,100,white,10,specialty,no,Not Reported,yes,10,1
652,01-07-19,female,100,blue,9,swirl,no,<100K,yes,9,1
653,01-07-19,male,100,red,4,no preference,yes,Not Reported,yes,4,0
654,01-07-19,female,100,no preference,9,vanilla,yes,<100K,yes,10,0
655,01-07-19,male,100,blue,5,vanilla,no,Not Reported,yes,5,1
656,01-07-19,female,100,red,4,swirl,no,<100K,yes,4,1
657,01-07-19,female,100,red,1,swirl,no,<100K,yes,9,1
658,01-07-19,male,100,blue,9,vanilla,no,Not Reported,yes,9,1
659,01-07-19,female,100,silver,8,chocolate,yes,<100K,yes,8,1
660,01-07-19,male,100,silver,10,specialty,yes,Not Reported,yes,10,1
661,01-07-19,female,100,white,1,specialty,no,<100K,yes,4,0
662,01-07-19,female,100,silver,4,swirl,no,<100K,yes,7,0
663,01-07-19,female,100,white,4,chocolate,no,<100K,yes,10,1
664,01-07-19,female,100,blue,7,specialty,no,<100K,yes,7,0
665,01-07-19,female,100,red,7,vanilla,no,<100K,yes,7,0
666,01-07-19,female,100,black,8,no preference,no,<100K,yes,8,0
667,01-07-19,female,100,no preference,1,specialty,yes,<100K,yes,10,0
668,01-07-19,female,100,red,7,vanilla,no,<100K,yes,7,1
669,01-07-19,male,100,blue,10,chocolate,no,Not Reported,yes,10,1
670,01-07-19,male,100,no preference,4,specialty,no,Not Reported,yes,10,0
671,01-07-19,male,100,blue,0,vanilla,no,Not Reported,yes,9,1
672,01-07-19,female,100,black,10,no preference,no,<100K,yes,10,0
673,01-07-19,female,100,no preference,7,specialty,no,<100K,yes,8,0
674,01-07-19,female,100,blue,5,specialty,no,<100K,yes,7,0
675,01-07-19,female,100,black,5,specialty,no,<100K,yes,5,1
676,01-07-19,female,100,white,10,specialty,yes,<100K,yes,10,1
677,01-07-19,female,100,silver,2,swirl,yes,<100K,yes,10,1
678,01-07-19,male,100,blue,0,vanilla,no,Not Reported,yes,5,1
679,01-07-19,female,100,blue,0,no preference,no,<100K,yes,4,0
680,01-07-19,male,100,silver,8,chocolate,no,Not Reported,yes,8,1
681,01-07-19,female,100,white,0,chocolate,no,<100K,yes,7,1
682,01-07-19,female,100,red,4,specialty,yes,<100K,yes,4,0
683,01-07-19,male,100,silver,8,no preference,no,Not Reported,yes,8,0
684,01-07-19,female,100,red,10,swirl,yes,<100K,yes,10,1
685,01-07-19,female,100,black,3,specialty,no,<100K,yes,9,1
686,01-07-19,female,100,no preference,1,swirl,no,<100K,yes,3,0
687,01-07-19,female,100,no preference,2,no preference,yes,<100K,yes,10,0
688,01-07-19,female,100,red,2,specialty,no,<100K,yes,3,0
689,01-07-19,female,100,red,4,no preference,no,Not Reported,yes,8,0
690,01-07-19,female,100,red,7,vanilla,no,>100K,yes,9,1
691,01-07-19,female,100,blue,3,swirl,no,>100K,yes,9,1
692,01-07-19,male,100,blue,0,vanilla,yes,Not Reported,yes,9,1
693,01-07-19,female,100,silver,4,swirl,yes,>100K,yes,9,1
694,01-07-19,male,100,red,5,specialty,no,Not Reported,yes,5,1
695,01-07-19,female,100,no preference,6,specialty,yes,>100K,yes,10,1
696,01-07-19,female,100,white,3,chocolate,no,>100K,yes,7,1
697,01-07-19,male,100,black,5,chocolate,no,Not Reported,yes,8,1
698,01-07-19,female,100,no preference,4,vanilla,yes,>100K,yes,10,1
699,01-07-19,male,100,black,10,vanilla,no,Not Reported,yes,10,1
700,01-07-19,male,100,red,9,vanilla,no,Not Reported,yes,9,1
701,01-07-19,female,100,silver,7,no preference,no,>100K,yes,7,1
702,01-07-19,female,100,silver,5,swirl,yes,>100K,yes,5,1
703,01-07-19,male,100,blue,3,chocolate,no,Not Reported,yes,6,1
704,01-07-19,female,100,no preference,6,no preference,yes,>100K,yes,8,1
705,01-07-19,female,100,white,10,vanilla,yes,>100K,yes,10,1
706,01-07-19,female,100,silver,7,no preference,no,>100K,yes,7,1
707,01-07-19,female,100,white,6,vanilla,no,>100K,yes,6,1
708,01-07-19,male,100,black,4,swirl,yes,Not Reported,yes,7,0
709,01-07-19,male,100,blue,9,chocolate,yes,Not Reported,yes,10,1
710,01-07-19,male,100,blue,2,chocolate,no,Not Reported,yes,5,1
711,01-07-19,female,100,red,8,vanilla,yes,>100K,yes,8,1
712,01-07-19,male,100,blue,8,specialty,no,Not Reported,yes,8,1
713,01-07-19,male,100,no preference,5,vanilla,no,Not Reported,yes,8,0
714,01-07-19,female,100,blue,1,chocolate,no,>100K,yes,5,1
715,01-07-19,female,100,blue,5,vanilla,yes,>100K,yes,7,1
716,01-07-19,male,100,no preference,6,vanilla,yes,Not Reported,yes,6,0
717,01-07-19,female,100,no preference,2,chocolate,yes,>100K,yes,10,1
718,01-07-19,female,100,red,8,no preference,yes,>100K,yes,8,1
719,01-07-19,male,100,black,8,no preference,no,Not Reported,yes,8,0
720,01-07-19,female,100,blue,7,vanilla,no,>100K,yes,9,1
721,01-07-19,male,100,white,7,no preference,no,Not Reported,yes,9,0
722,01-07-19,female,100,silver,5,chocolate,yes,>100K,yes,10,1
723,01-07-19,female,100,no preference,2,chocolate,no,>100K,yes,9,1
724,01-07-19,male,100,silver,5,chocolate,yes,Not Reported,yes,10,1
725,01-07-19,female,100,no preference,8,vanilla,no,>100K,yes,8,1
