Location,Year,FuelType,Transmission,Owner,Efficiency,Engine_cc,Seats,Km,Price
Chennai,2012,Diesel,Automatic,Third,15.1,1995,5,"115,000","$14,039 "
Chennai,2008,Gasoline,Manual,Second,17,1497,5,"114,750","$3,861 "
Hyderabad,2013,Diesel,Manual,First,13,2494,8,"114,708","$17,689 "
Kolkata,2010,Gasoline,Manual,First,15.6,1196,5,"114,703","$2,527 "
Pune,2013,Diesel,Automatic,First,22.3,1582,5,"114,000","$9,476 "
Hyderabad,2011,Diesel,Manual,First,23,1396,5,"113,562","$6,458 "
Hyderabad,2008,Diesel,Manual,First,17.5,1896,5,"113,000","$6,318 "
Hyderabad,2015,Diesel,Manual,First,15.1,2179,7,"113,000","$15,232 "
Jaipur,2014,Gasoline,Automatic,First,13.1,1997,5,"112,827","$14,741 "
Pune,2007,Diesel,Manual,Second,17.8,1399,5,"112,808","$2,878 "
Pune,2011,Diesel,Automatic,First,12.4,2698,5,"112,719","$16,145 "
Pune,2008,Diesel,Automatic,First,11.5,2993,5,"112,500","$11,217 "
Hyderabad,2016,Diesel,Manual,First,24.5,1248,7,"112,200","$11,652 "
Pune,2013,Diesel,Manual,First,12.8,2494,8,"112,000","$16,847 "
Pune,2011,Diesel,Manual,First,12.8,2494,7,"112,000","$11,933 "
Hyderabad,2010,Gasoline,Manual,Second,18.6,1199,5,"111,111","$2,808 "
Pune,2012,Diesel,Manual,First,23.6,1364,5,"111,000","$6,669 "
Chennai,2003,Gasoline,Automatic,First,13,2987,5,"111,000","$9,125 "
Jaipur,2009,Gasoline,Manual,Second,18.9,1061,5,"111,000","$2,120 "
Hyderabad,2010,Diesel,Manual,First,21.1,1248,5,"110,471","$4,914 "
Kolkata,2012,Diesel,Manual,First,20,1399,5,"110,438","$4,914 "
Hyderabad,2012,Diesel,Manual,First,19,1461,5,"110,224","$8,564 "
Hyderabad,2010,Diesel,Manual,First,17.7,1968,5,"110,009","$9,813 "
Hyderabad,2011,Diesel,Manual,First,28.4,1248,5,"110,000","$5,616 "
Pune,2015,Diesel,Manual,First,25.8,1498,5,"110,000","$6,528 "
Hyderabad,2012,Diesel,Manual,First,22.3,1248,5,"110,000","$3,931 "
Jaipur,2011,Diesel,Manual,First,19.3,1248,5,"110,000","$4,914 "
Jaipur,2006,Gasoline,Manual,First,18.9,998,5,"110,000","$1,558 "
Chennai,2011,Diesel,Automatic,First,17,1968,5,"110,000","$11,231 "
Pune,2015,Diesel,Automatic,First,15.7,1968,5,"110,000","$26,674 "
Jaipur,2012,Diesel,Manual,First,15.1,2179,7,"110,000","$10,108 "
Hyderabad,2010,Diesel,Manual,First,14.2,2755,7,"110,000","$19,233 "
Delhi,2014,Diesel,Manual,First,13.5,2477,7,"110,000","$21,059 "
Chennai,2006,Gasoline,Manual,First,13.5,1799,5,"110,000","$3,720 "
Hyderabad,2004,Gasoline,Manual,First,13.2,1495,5,"110,000",$842 
Chennai,2014,Diesel,Automatic,First,13,2199,7,"110,000","$20,216 "
Delhi,2014,Diesel,Automatic,First,13,2199,7,"110,000","$18,110 "
Chennai,2009,Diesel,Automatic,First,11.7,2993,5,"110,000","$28,078 "
Chennai,2009,Diesel,Automatic,First,11,2993,5,"110,000","$25,270 "
Chennai,2011,Diesel,Manual,Second,21,1461,5,"110,000","$3,369 "
Hyderabad,2012,Diesel,Manual,Second,20.5,1598,5,"110,000","$5,124 "
Mumbai,2008,Gasoline,Automatic,Second,14.5,1798,5,"110,000","$3,861 "
Delhi,2010,Gasoline,Automatic,Second,14.3,1798,5,"109,703","$5,616 "
Hyderabad,2008,Diesel,Manual,First,22,1582,5,"109,606","$4,071 "
Chennai,2011,Diesel,Manual,Third,25.4,936,5,"109,500","$2,106 "
Pune,2010,Gasoline,Manual,Second,17.5,1298,5,"109,200","$3,089 "
Kochi,2010,Diesel,Manual,First,14,2498,8,"109,147","$3,720 "
Chennai,2006,Gasoline,Manual,First,16.9,1497,5,"109,000","$2,106 "
Delhi,2012,Diesel,Manual,First,13,2982,7,"109,000","$18,602 "
Chennai,2011,Diesel,Automatic,First,12.4,2179,5,"109,000","$23,164 "
Hyderabad,2010,Diesel,Manual,Second,13,2494,7,"109,000","$11,596 "
Pune,2007,Gasoline,Manual,First,15.3,1193,5,"108,995","$1,755 "
Coimbatore,2011,Diesel,Automatic,Second,11.8,2179,8,"108,905","$8,718 "
Hyderabad,2010,Diesel,Manual,Second,20,1399,5,"108,882","$3,369 "
Coimbatore,2013,Diesel,Automatic,First,11.5,2993,5,"108,640","$32,697 "
Hyderabad,2011,Diesel,Manual,First,20.5,1598,5,"108,626","$5,124 "
Chennai,2011,Diesel,Manual,First,16.8,1493,5,"108,242","$5,967 "
Hyderabad,2014,Diesel,Manual,First,25.2,1248,5,"108,000","$7,721 "
Jaipur,2005,Diesel,Manual,First,17,1405,5,"108,000","$1,404 "
Pune,2012,Diesel,Automatic,First,16.1,1995,5,"108,000","$24,568 "
Pune,2009,Gasoline,Automatic,First,13.7,1798,5,"108,000","$6,107 "
Bangalore,2016,Diesel,Automatic,First,11.4,2755,7,"108,000","$28,780 "
Hyderabad,2016,Diesel,Manual,First,13.5,2198,7,"107,890","$28,780 "
Hyderabad,2014,Diesel,Manual,First,13,2982,7,"107,825","$28,780 "
Chennai,2010,Diesel,Manual,Second,20,1399,5,"107,389","$2,667 "
Hyderabad,2012,Diesel,Manual,First,22.1,1199,5,"107,023","$5,475 "
Hyderabad,2013,Diesel,Manual,First,21,1461,5,"107,000","$5,194 "
Kolkata,2015,Gasoline,Manual,First,20.9,1197,5,"107,000","$5,616 "
Hyderabad,2012,Diesel,Manual,First,17.8,1399,5,"107,000","$4,212 "
Chennai,2010,Gasoline,Manual,First,16.6,1388,5,"107,000","$3,650 "
Hyderabad,2010,Diesel,Automatic,First,14.8,2143,5,"107,000","$16,833 "
Delhi,2014,Diesel,Manual,First,13,2982,7,"107,000","$23,164 "
Chennai,2012,Diesel,Manual,Second,21.3,1396,5,"107,000","$6,318 "
Chennai,2008,Diesel,Manual,Second,17.8,1248,5,"107,000","$4,352 "
Chennai,2013,Gasoline,Manual,Second,17,1498,5,"107,000","$4,071 "
Hyderabad,2013,Diesel,Manual,Second,13,2494,7,"107,000","$18,953 "
Pune,2011,Diesel,Automatic,First,13.5,2400,5,"106,976","$19,374 "
Hyderabad,2016,Diesel,Manual,First,24.4,1120,5,"106,092","$6,177 "
Mumbai,2012,Diesel,Manual,First,13,2494,8,"106,000","$11,793 "
Hyderabad,2016,Diesel,Manual,First,14,2498,7,"105,545","$7,441 "
Kochi,2013,Diesel,Manual,First,14.2,2755,7,"105,072","$18,644 "
Jaipur,2014,Diesel,Manual,First,13,2494,7,"105,044","$15,092 "
Jaipur,2014,Diesel,Manual,First,25.2,1248,5,"105,000","$5,405 "
Pune,2010,Diesel,Manual,First,19.3,1248,5,"105,000","$4,422 "
Hyderabad,2005,Diesel,Manual,First,18.7,1896,5,"105,000","$2,794 "
Hyderabad,2013,Diesel,Automatic,First,17.3,1968,5,"105,000","$26,674 "
Pune,2013,Diesel,Manual,Second,25.5,1248,7,"105,000","$9,476 "
Pune,2012,Diesel,Manual,Second,20.8,1248,7,"105,000","$8,283 "
Jaipur,2011,Diesel,Automatic,Second,16.6,1968,5,"105,000","$20,357 "
Jaipur,2012,Diesel,Manual,Second,16,2523,7,"105,000","$8,423 "
Hyderabad,2010,Diesel,Automatic,Second,13.2,1995,5,"105,000","$15,443 "
Pune,2013,Diesel,Manual,Second,12.1,2179,8,"105,000","$9,827 "
Jaipur,2010,Diesel,Manual,Second,12.1,2179,8,"105,000","$7,314 "
Chennai,2004,Gasoline,Automatic,Second,11.3,1794,5,"105,000","$3,510 "
Delhi,2014,Diesel,Manual,First,23.6,1364,5,"104,000","$4,212 "
Hyderabad,2011,Diesel,Automatic,First,19.1,1582,5,"104,000","$8,072 "
Hyderabad,2012,Diesel,Manual,First,12.8,2494,7,"104,000","$16,496 "
Chennai,2001,Gasoline,Manual,Third,13.7,1468,5,"104,000","$1,404 "
Coimbatore,2009,Diesel,Automatic,First,22.7,1995,5,"103,905","$13,927 "
Delhi,2011,Diesel,Manual,Second,22.3,1582,5,"103,814","$6,318 "
Kochi,2014,Diesel,Manual,First,19,1461,5,"103,788","$7,960 "
Chennai,2002,Gasoline,Manual,Second,18.9,1061,5,"103,653","$1,713 "
Jaipur,2007,Diesel,Manual,Third,12.6,1991,7,"103,515","$7,020 "
Kolkata,2015,Gasoline,Manual,First,15.6,1193,5,"103,000","$4,212 "
Hyderabad,2007,Diesel,Manual,First,13.9,2179,7,"103,000","$5,054 "
Mumbai,2006,Gasoline,Automatic,First,10.1,3498,5,"103,000","$12,425 "
Pune,2014,Diesel,Manual,Second,28.4,1248,5,"103,000","$7,370 "
Coimbatore,2014,Diesel,Automatic,First,12.1,2967,7,"102,865","$42,819 "
Hyderabad,2015,Diesel,Manual,First,16,2179,7,"102,626","$17,198 "
Mumbai,2013,Diesel,Manual,First,19.9,1461,5,"102,486","$5,967 "
Pune,2014,Diesel,Manual,First,13,2494,7,"102,418","$14,179 "
Bangalore,2010,Gasoline,Manual,First,15.6,1196,5,"102,016","$3,159 "
Pune,2011,Gasoline,Manual,First,17,1497,5,"102,013","$5,265 "
Mumbai,2009,Diesel,Automatic,First,8.7,2987,5,"102,002","$15,092 "
Kochi,2014,Diesel,Automatic,First,11.1,2400,7,"102,001","$33,104 "
Mumbai,2005,Gasoline,Manual,First,17.3,993,5,"102,000",$983 
Pune,2011,Diesel,Automatic,First,15.1,1995,5,"102,000","$19,304 "
Mumbai,2015,Diesel,Manual,First,13,2494,7,"102,000","$11,582 "
Pune,2014,Diesel,Automatic,Second,12.6,2982,7,"102,000","$23,164 "
Hyderabad,2005,Diesel,Automatic,Second,11,2987,5,"102,000","$6,528 "
Hyderabad,2011,Diesel,Automatic,First,16.7,1995,5,"101,999","$28,064 "
Coimbatore,2015,Diesel,Automatic,First,12.6,2982,7,"101,337","$30,423 "
Coimbatore,2010,Diesel,Automatic,First,11,2993,5,"101,119","$25,916 "
Coimbatore,2017,Diesel,Manual,First,20.5,1582,5,"101,065","$16,075 "
Jaipur,2006,Gasoline,Manual,Second,18.9,998,5,"101,000","$2,106 "
Chennai,2003,Gasoline,Manual,Third,17.3,1061,5,"101,000","$1,334 "
Chennai,2009,Diesel,Automatic,First,15.5,1896,5,"100,970","$5,616 "
Chennai,2017,Diesel,Manual,First,25,1396,5,"100,400","$4,001 "
Hyderabad,2016,Diesel,Manual,First,23,1248,5,"100,303","$5,194 "
Ahmedabad,2016,Diesel,Automatic,First,11.4,2755,7,"100,200","$23,866 "
Jaipur,2006,Gasoline,Manual,Second,16.9,1497,5,"100,173","$3,369 "
Chennai,2015,Diesel,Manual,Second,25,1396,5,"100,073","$2,808 "
Chennai,2015,Diesel,Manual,Second,25,1396,5,"100,073","$2,808 "
Jaipur,2010,Diesel,Manual,Second,18.8,1248,5,"100,030","$2,246 "
Mumbai,2011,Diesel,Manual,Second,12.1,2179,8,"100,010","$7,721 "
Jaipur,2008,Gasoline,Manual,Second,13.1,1997,5,"100,009","$9,125 "
Jaipur,2010,Diesel,Manual,Third,20,1399,5,"100,002","$1,797 "
Hyderabad,2016,Diesel,Manual,First,25.8,1498,5,"100,000","$7,160 "
Mumbai,2016,Diesel,Manual,First,24.4,1120,5,"100,000","$6,318 "
Jaipur,2015,Diesel,Manual,First,24.4,1120,5,"100,000","$5,616 "
Kolkata,2016,Diesel,Manual,First,23.4,1248,5,"100,000","$4,914 "
Chennai,2014,Diesel,Manual,First,23.1,1461,5,"100,000","$4,212 "
Pune,2012,Gasoline,Manual,First,20.9,998,5,"100,000","$2,527 "
Jaipur,2011,Gasoline,Manual,First,19.7,796,5,"100,000","$2,106 "
Chennai,2010,Diesel,Manual,First,19.3,1248,5,"100,000","$6,318 "
Ahmedabad,2015,Diesel,Automatic,First,18.9,1995,5,"100,000","$34,747 "
Jaipur,2012,Gasoline,Manual,First,18.5,1197,5,"100,000","$4,563 "
Mumbai,2017,Gasoline,Manual,First,17.6,1193,5,"100,000","$5,967 "
Jaipur,2009,Diesel,Manual,First,17,1896,5,"100,000","$4,366 "
Pune,2013,Gasoline,Manual,First,16.8,1497,5,"100,000","$8,774 "
Chennai,2007,Gasoline,Manual,First,16.6,1388,5,"100,000","$2,246 "
Jaipur,2006,Gasoline,Manual,First,14.5,1399,5,"100,000","$1,965 "
Jaipur,2005,Gasoline,Automatic,First,14.5,1984,5,"100,000","$2,878 "
Pune,2014,Diesel,Automatic,First,14.2,2143,5,"100,000","$35,098 "
Mumbai,2011,Diesel,Automatic,First,14,2987,5,"100,000","$20,230 "
Hyderabad,2015,Diesel,Automatic,First,13.5,2400,5,"100,000","$45,627 "
Delhi,2011,Gasoline,Manual,First,13,1343,5,"100,000","$4,914 "
Chennai,2015,Diesel,Manual,First,12.8,2494,8,"100,000","$18,953 "
Jaipur,2015,Diesel,Automatic,First,12.6,2982,7,"100,000","$26,674 "
Pune,2013,Diesel,Automatic,First,12,2987,7,"100,000","$44,925 "
Hyderabad,2010,Diesel,Manual,First,11.5,2982,7,"100,000","$18,251 "
Chennai,2011,Diesel,Automatic,First,11.4,2953,7,"100,000","$11,933 "
Pune,2009,Diesel,Automatic,First,11,2987,5,"100,000","$16,145 "
Pune,2012,Gasoline,Automatic,First,10,2496,5,"100,000","$16,145 "
Ahmedabad,2011,Diesel,Automatic,Second,22.7,1995,5,"100,000","$15,303 "
Bangalore,2008,Diesel,Manual,Second,17.8,1248,5,"100,000","$4,212 "
Hyderabad,2013,Gasoline,Manual,Second,15.8,1499,5,"100,000","$9,125 "
Jaipur,2005,Gasoline,Manual,Second,15.3,1341,5,"100,000","$1,193 "
Pune,2015,Diesel,Automatic,Second,13,2199,7,"100,000","$20,357 "
Jaipur,2015,Diesel,Manual,Second,13,2494,7,"100,000","$16,847 "
Pune,2015,Diesel,Manual,Second,13,2494,7,"100,000","$14,390 "
Chennai,2008,Diesel,Manual,Second,12.7,2609,8,"100,000","$5,616 "
Bangalore,2013,Diesel,Manual,Second,11.5,2982,7,"100,000","$24,919 "
Chennai,2013,Diesel,Automatic,Second,11.3,2987,7,"100,000","$53,348 "
Chennai,2005,Gasoline,Automatic,Third,16.4,1497,5,"100,000","$2,752 "
Bangalore,2012,Diesel,Manual,Third,11.5,2982,7,"100,000","$22,462 "
Chennai,2011,Diesel,Manual,First,20.5,1598,5,"99,807","$5,265 "
Hyderabad,2012,Diesel,Manual,First,17.7,1968,5,"99,754","$11,217 "
Jaipur,2013,Diesel,Manual,First,23.2,1248,5,"99,638","$4,366 "
Pune,2011,Diesel,Automatic,Second,16.1,1995,5,"99,606","$14,741 "
Hyderabad,2013,Diesel,Manual,Second,22.9,1248,5,"99,595","$6,669 "
Hyderabad,2016,Diesel,Manual,First,11.5,2982,7,"99,593","$32,992 "
Kochi,2006,Gasoline,Automatic,Third,12,1493,5,"99,583","$3,103 "
Hyderabad,2013,Diesel,Manual,Second,22.3,1248,5,"99,500","$4,282 "
Coimbatore,2016,Diesel,Manual,First,22.5,1396,5,"99,362","$9,869 "
Ahmedabad,2009,Gasoline,Automatic,Second,9.7,1984,5,"99,100","$14,039 "
Chennai,2002,Gasoline,Manual,First,17.3,993,5,"99,024","$1,334 "
Chennai,2015,Diesel,Manual,First,13,2982,7,"99,000","$28,780 "
Hyderabad,2002,Diesel,Manual,Second,18.7,1896,5,"99,000","$2,667 "
Chennai,2008,Diesel,Manual,Second,17,1405,5,"99,000","$2,246 "
Chennai,2011,Diesel,Manual,Second,13.6,2523,7,"99,000","$6,318 "
Mumbai,2008,Diesel,Automatic,Third,12.1,2967,7,"99,000","$18,181 "
Pune,2012,Diesel,Manual,Third,12.1,2179,8,"99,000","$8,423 "
Mumbai,2004,Gasoline,Manual,First,14.7,1599,5,"98,798","$2,106 "
Jaipur,2013,Diesel,Manual,First,25.4,936,5,"98,598","$2,176 "
Hyderabad,2017,Diesel,Manual,First,23,1248,5,"98,500","$8,423 "
Pune,2005,Gasoline,Manual,First,13,1493,5,"98,437","$1,614 "
Pune,2006,Gasoline,Manual,Second,13.8,1299,5,"98,293","$2,176 "
Jaipur,2012,Diesel,Manual,First,22.7,1582,5,"98,008","$8,774 "
Jaipur,2015,Diesel,Manual,First,27.4,1248,5,"98,000","$7,721 "
Bangalore,2014,Diesel,Manual,First,22.9,1248,5,"98,000","$8,564 "
Kolkata,2012,Diesel,Manual,First,20.9,1199,5,"98,000","$3,524 "
Pune,2013,Diesel,Automatic,First,18.6,1995,5,"98,000","$24,568 "
Jaipur,2014,Gasoline,Manual,First,16,1373,7,"98,000","$7,721 "
Ahmedabad,2016,Diesel,Manual,First,15.4,1997,7,"98,000","$16,145 "
Pune,2011,Diesel,Manual,First,14.4,1995,5,"98,000","$11,231 "
Hyderabad,2011,Diesel,Automatic,First,12.1,2967,7,"98,000","$30,886 "
Hyderabad,2011,Diesel,Manual,Second,22.3,1582,5,"98,000","$7,300 "
Bangalore,2009,Diesel,Automatic,Second,13.5,2987,5,"98,000","$35,098 "
Kolkata,2011,Diesel,Manual,Second,12.8,2494,8,"98,000","$7,721 "
Chennai,2007,Gasoline,Manual,Second,10.8,2354,5,"98,000","$6,598 "
Kochi,2014,Diesel,Manual,First,25.8,1498,5,"97,439","$6,191 "
Coimbatore,2017,Diesel,Automatic,First,14.8,2967,7,"97,430","$87,983 "
Jaipur,2009,Diesel,Manual,Second,17.1,1493,5,"97,359","$2,527 "
Chennai,2011,Gasoline,Automatic,First,14.4,1598,5,"97,320","$5,265 "
Hyderabad,2014,Diesel,Manual,First,25.8,1498,5,"97,236","$6,177 "
Ahmedabad,2015,Diesel,Automatic,First,15.9,2993,5,"97,003","$119,332 "
Pune,2015,Diesel,Manual,First,27.3,1498,5,"97,000","$8,985 "
Kolkata,2012,Diesel,Manual,First,23.2,1248,5,"97,000","$4,212 "
Jaipur,2014,Diesel,Automatic,First,22.3,1582,5,"97,000","$11,231 "
Chennai,2012,Diesel,Manual,First,20,1497,5,"97,000","$10,178 "
Pune,2011,Diesel,Manual,First,17.7,1968,5,"97,000","$8,423 "
Pune,2009,Gasoline,Manual,First,13.2,1999,5,"97,000","$4,212 "
Mumbai,2014,Diesel,Manual,First,12.6,2982,7,"97,000","$25,200 "
Chennai,2012,Diesel,Automatic,First,11.5,2982,7,"97,000","$23,515 "
Jaipur,2012,Diesel,Manual,Second,20.5,1461,5,"97,000","$5,967 "
Bangalore,2012,Diesel,Automatic,Second,19.1,1582,5,"97,000","$9,125 "
Kochi,2014,Gasoline,Automatic,First,14.3,1598,5,"96,848","$6,486 "
Pune,2010,Diesel,Manual,Second,12.1,2179,8,"96,813","$7,721 "
Hyderabad,2008,Diesel,Manual,First,22,1582,5,"96,578","$3,510 "
Jaipur,2014,Diesel,Manual,First,23.4,1248,5,"96,000","$6,739 "
Hyderabad,2015,Gasoline,Manual,First,22.7,796,5,"96,000","$3,510 "
Hyderabad,2012,Diesel,Manual,First,21.1,1248,5,"96,000","$5,054 "
Chennai,2012,Diesel,Manual,First,13,2494,7,"96,000","$16,145 "
Hyderabad,2012,Diesel,Automatic,First,12.4,2179,5,"96,000","$26,646 "
Ahmedabad,2013,Diesel,Manual,Second,23.5,1498,5,"96,000","$4,914 "
Hyderabad,2011,Diesel,Manual,Second,17.9,1396,5,"96,000","$1,278 "
Pune,2011,Diesel,Automatic,First,18.5,1995,5,"95,995","$21,760 "
Pune,2009,Gasoline,Manual,First,20.4,1197,5,"95,980","$3,159 "
Jaipur,2011,Gasoline,Manual,First,17,1497,5,"95,936","$5,756 "
Hyderabad,2017,Diesel,Manual,Second,25.8,1498,5,"95,802","$6,388 "
Coimbatore,2014,Diesel,Automatic,First,12.7,2179,5,"95,649","$41,654 "
Hyderabad,2010,CNG,Manual,Second,13.2,1495,5,"95,637","$2,667 "
Pune,2013,Diesel,Manual,First,20.5,1598,5,"95,500","$7,020 "
Hyderabad,2008,Gasoline,Manual,First,17.9,1086,5,"95,291","$3,229 "
Jaipur,1998,Gasoline,Manual,Third,17.3,993,5,"95,150",$744 
Jaipur,1998,Gasoline,Manual,Third,17.3,993,5,"95,150",$632 
Jaipur,2012,Diesel,Manual,First,22.9,1248,5,"95,100","$5,265 "
Pune,2014,Diesel,Manual,First,21.6,1461,5,"95,000","$6,318 "
Pune,2010,Gasoline,Manual,First,16.2,1599,5,"95,000","$3,510 "
Pune,2012,Diesel,Manual,First,15.1,2179,7,"95,000","$10,122 "
Mumbai,2012,Gasoline,Automatic,First,13.7,1798,5,"95,000","$14,039 "
Chennai,2015,Diesel,Automatic,First,12.6,2982,7,"95,000","$27,516 "
Ahmedabad,2012,Diesel,Automatic,Second,22.5,1995,5,"95,000","$24,568 "
Bangalore,2014,Diesel,Manual,Second,22.3,1582,5,"95,000","$9,687 "
Chennai,2010,Gasoline,Manual,Second,18.5,1197,5,"95,000","$3,931 "
Chennai,2011,Diesel,Automatic,Second,18.3,1968,5,"95,000","$11,933 "
Mumbai,2010,Diesel,Manual,Second,17,1896,5,"95,000","$4,563 "
Jaipur,2006,Gasoline,Manual,Second,16.9,1497,5,"95,000","$2,962 "
Hyderabad,2008,Gasoline,Automatic,Second,12.9,1799,5,"95,000","$4,212 "
Mumbai,2014,Diesel,Manual,Second,12.8,2494,8,"95,000","$13,267 "
Pune,2011,Diesel,Manual,Third,20,1399,5,"95,000","$3,299 "
Mumbai,2008,Gasoline,Automatic,Third,11.7,2354,5,"95,000","$4,001 "
Coimbatore,2012,Gasoline,Manual,First,12.8,2354,5,"94,989","$9,238 "
Pune,2012,Diesel,Manual,First,16.8,1493,5,"94,900","$7,511 "
Chennai,2008,Gasoline,Manual,Second,15.3,1596,5,"94,873","$2,597 "
Pune,2012,Diesel,Manual,First,22.9,1248,5,"94,868","$6,318 "
Kochi,2011,Gasoline,Manual,First,17,1497,5,"94,832","$5,377 "
Bangalore,2011,Diesel,Automatic,Second,20,1968,5,"94,821","$9,476 "
Hyderabad,2010,Gasoline,Manual,First,19.7,796,5,"94,753","$2,738 "
Coimbatore,2012,Diesel,Automatic,First,14.7,2993,5,"94,521","$32,557 "
Hyderabad,2010,Diesel,Manual,Second,21.9,1396,5,"94,500","$4,352 "
Chennai,2010,Gasoline,Manual,Second,19.7,796,5,"94,385","$2,246 "
Chennai,2012,Diesel,Manual,First,22.1,1199,5,"94,000","$6,318 "
Ahmedabad,2012,Diesel,Automatic,First,17.1,1995,5,"94,000","$17,549 "
Ahmedabad,2013,Diesel,Manual,First,12.8,2494,8,"94,000","$12,425 "
Jaipur,2015,Diesel,Automatic,First,11.5,2982,7,"94,000","$28,780 "
Hyderabad,2009,Diesel,Automatic,First,11.4,1991,5,"94,000","$7,370 "
Pune,2004,Gasoline,Manual,Second,18.9,998,5,"94,000","$1,404 "
Pune,2009,Diesel,Automatic,Second,12.1,2967,7,"94,000","$16,847 "
Delhi,2010,Gasoline,Automatic,Second,10.1,2354,5,"94,000","$6,739 "
Chennai,2011,Gasoline,Manual,First,17,1497,5,"93,982","$5,265 "
Coimbatore,2010,Gasoline,Manual,First,14,796,5,"93,850","$3,383 "
Hyderabad,2015,Diesel,Manual,First,24.5,1248,7,"93,700","$11,021 "
Chennai,2012,Diesel,Manual,Second,23.2,1461,5,"93,450","$3,510 "
Kochi,2010,Diesel,Manual,First,23,1396,5,"93,401","$4,886 "
Jaipur,2014,Diesel,Manual,Second,17.2,1968,5,"93,325","$20,286 "
Jaipur,2014,Diesel,Manual,First,22.7,1498,5,"93,321","$8,774 "
Coimbatore,2016,Diesel,Manual,Second,14,2179,7,"93,166","$8,213 "
Kochi,2014,Diesel,Automatic,First,14.7,1984,5,"93,144","$24,077 "
Hyderabad,2012,Diesel,Manual,First,23.5,1396,5,"93,000","$7,792 "
Hyderabad,2013,Diesel,Manual,First,20.5,1598,5,"93,000","$7,020 "
Bangalore,2016,Diesel,Manual,First,20.5,1582,5,"93,000","$15,162 "
Hyderabad,2013,Diesel,Automatic,First,16.7,2993,5,"93,000","$37,203 "
Mumbai,2010,Gasoline,Manual,First,15.7,1390,5,"93,000","$2,106 "
Mumbai,2010,Gasoline,Manual,First,14.3,1798,5,"93,000","$6,318 "
Hyderabad,2014,Diesel,Manual,First,14,2179,7,"93,000","$11,582 "
Chennai,2015,Diesel,Manual,Second,20.5,1461,5,"93,000","$9,968 "
Hyderabad,2010,Diesel,Automatic,Second,14.2,2143,5,"93,000","$24,568 "
Pune,2007,Gasoline,Automatic,Second,12.9,1799,5,"93,000","$3,650 "
Pune,2010,Gasoline,Automatic,Second,11.8,3498,7,"93,000","$21,059 "
Pune,2002,Gasoline,Manual,Third,18.9,998,5,"93,000","$1,404 "
Mumbai,2008,Diesel,Manual,Third,10.5,2835,6,"93,000","$7,651 "
Coimbatore,2015,Diesel,Manual,First,20,1399,5,"92,885","$4,998 "
Coimbatore,2015,Diesel,Manual,First,22.7,1498,5,"92,708","$10,501 "
Coimbatore,2012,Diesel,Automatic,Second,19.7,2143,5,"92,469","$22,659 "
Hyderabad,2005,Gasoline,Manual,First,15.4,1590,5,"92,450","$1,685 "
Delhi,2013,Gasoline,Manual,First,18.5,1197,5,"92,408","$5,124 "
Jaipur,2013,Diesel,Manual,Second,22.7,1498,5,"92,250","$8,072 "
Hyderabad,2014,Diesel,Manual,First,13,2494,7,"92,247","$17,549 "
Kochi,2011,Diesel,Automatic,Second,11.5,2987,5,"92,239","$14,881 "
Chennai,2010,Diesel,Automatic,Second,16,2400,5,"92,098","$10,178 "
Coimbatore,2018,Diesel,Manual,First,13.7,2393,7,"92,056","$25,818 "
Pune,2013,Diesel,Automatic,First,23.3,1984,5,"92,000","$22,462 "
Pune,2015,Diesel,Manual,First,20,1399,5,"92,000","$5,967 "
Delhi,2009,Gasoline,Manual,First,15.5,1586,5,"92,000","$3,791 "
Hyderabad,2007,Gasoline,Manual,First,13.8,1299,5,"92,000","$1,755 "
Pune,2007,Diesel,Manual,First,13.6,2523,7,"92,000","$3,791 "
Jaipur,2007,Gasoline,Manual,First,13.5,1799,5,"92,000","$2,667 "
Hyderabad,2013,Diesel,Manual,First,13,2494,8,"92,000","$17,549 "
Delhi,2015,Diesel,Automatic,First,12.6,2982,7,"92,000","$27,727 "
Mumbai,2009,Diesel,Manual,First,11.5,2982,7,"92,000","$12,495 "
Hyderabad,2006,Diesel,Manual,First,10.5,2179,8,"92,000","$4,843 "
Hyderabad,2012,CNG,Manual,Second,26.8,796,5,"92,000","$2,948 "
Pune,2012,CNG,Manual,Second,26.2,998,5,"92,000","$4,212 "
Jaipur,2013,Diesel,Manual,Second,22.9,1248,5,"92,000","$6,107 "
Delhi,2009,Gasoline,Manual,Second,17,1497,5,"92,000","$3,159 "
Hyderabad,2005,Diesel,Manual,Second,16.1,1405,5,"92,000","$1,544 "
Mumbai,2012,Gasoline,Manual,Second,14.8,1799,5,"92,000","$4,703 "
Pune,2008,Gasoline,Manual,Second,10.8,2354,5,"92,000","$5,194 "
Chennai,2012,Diesel,Manual,Third,22.3,1582,5,"92,000","$5,616 "
Kochi,2012,Gasoline,Manual,First,18.5,1198,5,"91,931","$4,394 "
Kochi,2013,Diesel,Automatic,First,17.7,1968,5,"91,903","$24,653 "
Coimbatore,2012,Diesel,Automatic,First,12.1,2967,7,"91,743","$40,081 "
Hyderabad,2012,Diesel,Automatic,First,11.4,2953,7,"91,696","$12,986 "
Ahmedabad,2010,Diesel,Manual,First,15,2489,7,"91,596","$2,597 "
Kochi,2014,Diesel,Automatic,Second,11.2,2696,7,"91,586","$13,295 "
Coimbatore,2012,Diesel,Manual,First,11.5,2982,7,"91,235","$18,939 "
Chennai,2011,Gasoline,Manual,First,20.9,998,5,"91,211","$2,948 "
